ids,linkselect,imSource,linkselect-href,AuthorName,rating,reviews,genre,pages,IND,US,AUS,ZFA,UAE,UK,CAN,FRA,ratRank,revRank,popScore,critScore,isSeries,seriesid,sg1,sg2,sg3,sg4
10,Mockingjay(TheHungerGames#3),222.jpg,https://www.goodreads.com/book/show/7260188-mockingjay,Suzanne Collins,4.03,1459603,Fiction,400,559,711,338,14,21,416,139,208,227,10,0.972,0.98,1,3,100,44,349,375
409,Money(Paperback),223.jpg,https://www.goodreads.com/book/show/18825.Money,Martin Amis,3.71,12415,Contemporary,394,355,789,181,101,15,294,118,318,480,409,0.267,0.278,,,91,18,83,91
273,Moneyball:TheArtofWinninganUnfairGame(Paperback),224.jpg,https://www.goodreads.com/book/show/1301.Moneyball,Michael Lewis,4.22,55923,Biography,317,223,737,121,77,171,139,138,283,92,273,0.522,0.536,,,491,515,436,15
222,Mort(Discworld#4;Death#1),225.jpg,https://www.goodreads.com/book/show/386372.Mort,Terry Pratchett,4.17,93045,Fantasy,243,53,204,175,53,164,342,84,312,131,222,0.652,0.622,,,216,47,24,312
210,Mrs.Dalloway(Hardcover),226.jpg,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,"Virginia Woolf, Maureen Howard (Foreword)",3.76,108242,Fiction,194,383,352,17,161,173,405,198,331,445,210,0.674,0.646,,,44,51,285,337
174,MuchAdoAboutNothing(MassMarketPaperback),227.jpg,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Gail Kern Paster (Essay )",4.05,150091,Classics,197,233,382,257,52,122,488,213,214,205,174,0.728,0.694,,,6,290,372,397
238,MyAntonia(Paperback),228.jpg,https://www.goodreads.com/book/show/17150.My_Antonia,Willa Cather,3.74,80380,Classics,232,223,353,150,143,76,253,215,247,462,238,0.613,0.605,,,35,362,521,554
372,MyManJeeves(Jeeves#1),229.jpg,https://www.goodreads.com/book/show/200572.My_Man_Jeeves,P.G. Wodehouse,4.15,18239,Fiction,256,16,356,158,136,57,422,199,345,139,372,0.324,0.354,,,286,115,214,352
51,MySister'sKeeper(Paperback),230.jpg,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,Jodi Picoult (Goodreads Author),4.04,704848,Fiction,423,186,381,94,199,167,479,214,158,215,51,0.905,0.9,,,396,397,553,172
287,NakedLunch(Paperback),231.jpg,https://www.goodreads.com/book/show/7437.Naked_Lunch,"William S. Burroughs, James Grauerholz (Editor), Barry Miles (Editor)",3.48,49304,Fiction,289,358,589,335,208,162,222,64,206,543,287,0.483,0.518,,,18,417,346,178
529,NapoleonBonaparte(Paperback),232.jpg,https://www.goodreads.com/book/show/189569.Napoleon_Bonaparte,Alan Schom,3.74,516,Biography,944,492,533,497,126,18,126,163,138,461,529,0.05,0.058,,,403,273,264,282
341,NarcissusandGoldmund(Paperback),233.jpg,https://www.goodreads.com/book/show/5954.Narcissus_and_Goldmund,"Hermann Hesse, Ursule Molinaro (Translator)",4.16,24374,Fiction,314,370,195,393,174,99,175,114,195,136,341,0.384,0.404,,,266,164,240,232
274,NativeSon(Paperback),234.jpg,https://www.goodreads.com/book/show/15622.Native_Son,Richard Wright,3.92,55110,Fiction,462,122,425,222,159,121,406,130,114,323,274,0.516,0.536,,,517,282,98,39
527,NaziGermanyandtheJews:TheYearsofExtermination1939-1945(Hardcover),235.jpg,https://www.goodreads.com/book/show/692474.Nazi_Germany_and_the_Jews,Saul Friedl�nder,4.21,547,History,870,499,208,309,42,44,233,39,51,99,527,0.052,0.061,,,111,338,96,170
135,NeverLetMeGo(Paperback),236.jpg,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Kazuo Ishiguro,3.79,233033,Fiction,288,63,235,357,239,89,419,152,78,425,135,0.778,0.765,,,216,240,443,153
66,Night(TheNightTrilogy#1),237.jpg,https://www.goodreads.com/book/show/1617.Night,"Elie Wiesel, Marion Wiesel (Translator)",4.27,497400,NonFiction,115,295,267,16,42,94,152,177,33,65,66,0.88,0.881,,,97,393,512,472
257,NightWatch(Discworld#29;CityWatch#6),238.jpg,https://www.goodreads.com/book/show/47989.Night_Watch,Terry Pratchett,4.44,63309,Fantasy,480,126,670,107,138,83,498,113,80,19,257,0.58,0.562,,,327,353,538,269
408,NoExit(Paperback),239.jpg,https://www.goodreads.com/book/show/123933.No_Exit,Jean-Paul Sartre,4.1,12553,Plays,60,335,204,218,155,154,326,89,149,166,408,0.267,0.279,,,140,280,554,62
431,Nostromo(Paperback),240.jpg,https://www.goodreads.com/book/show/115476.Nostromo,Joseph Conrad,3.79,9254,Fiction,336,236,426,256,146,113,175,46,179,424,431,0.217,0.231,,,342,239,257,498
281,NotesfromaSmallIsland(Paperback),241.jpg,https://www.goodreads.com/book/show/28.Notes_from_a_Small_Island,Bill Bryson,3.9,52551,NonFiction,324,407,156,336,101,117,147,206,252,345,281,0.497,0.525,,,555,434,332,456
345,Noughts&Crosses(Noughts&Crosses#1),242.jpg,https://www.goodreads.com/book/show/714902.Noughts_Crosses,Malorie Blackman (Goodreads Author),4.24,23818,YoungAdult,479,515,390,535,82,81,245,206,250,83,345,0.375,0.398,,,494,526,161,18
540,NurembergDiary(Paperback),243.jpg,https://www.goodreads.com/book/show/389634.Nuremberg_Diary,Gustave Mark Gilbert,4.28,228,History,488,490,577,60,155,24,179,59,333,60,540,0.027,0.027,,,469,498,81,7
26,OfMiceandMen(Paperback),244.jpg,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,John Steinbeck,3.8,1162359,Classics,103,432,434,286,101,93,466,56,32,411,26,0.941,0.956,,,472,321,60,149
149,OliverTwist(Paperback),245.jpg,https://www.goodreads.com/book/show/18254.Oliver_Twist,"Charles Dickens, George Cruikshank (Illustrator), Philip Horne (Introduction)",3.82,184756,Classics,554,392,740,486,30,86,367,106,327,402,149,0.759,0.74,,,550,427,92,455
85,OneFlewOvertheCuckoo'sNest(MassMarketPaperback),246.jpg,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,Ken Kesey,4.17,406142,Classics,325,21,483,404,148,27,235,211,248,130,85,0.851,0.842,,,120,128,245,541
75,OneHundredYearsofSolitude(Hardcover),247.jpg,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,"Gabriel Garc�a M�rquez, Gregory Rabassa (Translator)",4,452721,Classics,457,246,658,379,187,176,356,74,142,247,75,0.87,0.861,,,475,118,255,390
489,OnLibertyandOtherEssays(Paperback),248.jpg,https://www.goodreads.com/book/show/130288.On_Liberty_and_Other_Essays,"John Stuart Mill, John Gray (Editor)",4,3610,Philosophy,640,468,715,325,169,37,305,187,198,248,489,0.14,0.122,,,160,237,315,25
142,OntheRoad(Paperback),249.jpg,https://www.goodreads.com/book/show/70401.On_the_Road,Jack Kerouac,3.66,220918,Classics,307,173,706,443,104,138,447,217,314,497,142,0.764,0.757,,,266,124,44,426
400,OscarandLucinda(Paperback),250.jpg,https://www.goodreads.com/book/show/316496.Oscar_and_Lucinda,Peter Carey,3.71,13328,Fiction,515,138,307,410,96,10,155,46,65,479,400,0.283,0.307,,,23,424,521,452
528,OurPosthumanFuture:ConsequencesoftheBiotechnologyRevolution(Paperback),251.jpg,https://www.goodreads.com/book/show/196487.Our_Posthuman_Future,Francis Fukuyama,3.37,528,NonFiction,218,412,152,201,101,17,128,30,222,548,528,0.052,0.06,,,414,223,405,225
97,Outlander(Outlander#1),252.jpg,https://www.goodreads.com/book/show/10964.Outlander,Diana Gabaldon (Goodreads Author),4.16,365351,Fiction,896,452,448,54,206,73,149,199,124,135,97,0.834,0.827,,,194,284,59,398
375,OutofAfrica(Hardcover),253.jpg,https://www.goodreads.com/book/show/781787.Out_of_Africa,"Karen Blixen, Isak Dinesen (Pseudonym)",3.96,17167,Classics,399,20,571,561,170,108,310,158,256,288,375,0.319,0.353,,,102,201,439,126
143,P.S.ILoveYou(Paperback),254.jpg,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,Cecelia Ahern,3.99,217723,Fiction,470,237,223,34,182,137,392,105,321,254,143,0.764,0.748,,,404,199,357,164
343,PaleFire(Paperback),255.jpg,https://www.goodreads.com/book/show/7805.Pale_Fire,Vladimir Nabokov,4.19,24129,Fiction,248,458,654,91,106,90,316,216,282,113,343,0.381,0.399,,,228,22,187,212
234,ParadiseLost(Paperback),256.jpg,https://www.goodreads.com/book/show/15997.Paradise_Lost,"John Milton, John      Leonard (Editor, Contributor)",3.78,82530,Classics,453,242,366,458,213,170,208,52,198,433,234,0.62,0.613,,,140,363,289,406
482,ParadiseLostandParadiseRegained(SignetClassics),257.jpg,https://www.goodreads.com/book/show/336518.Paradise_Lost_and_Paradise_Regained,"John Milton, Christopher Ricks (Annotations)",4.07,4329,Classics,400,333,685,488,10,178,249,87,292,194,482,0.153,0.145,,,341,399,290,529
288,PawnofProphecy(TheBelgariad#1),258.jpg,https://www.goodreads.com/book/show/44659.Pawn_of_Prophecy,David Eddings,4.13,49132,Fantasy,304,494,369,324,193,59,354,96,75,146,288,0.48,0.515,,,70,51,327,344
164,Perfume:TheStoryofaMurderer(Paperback),259.jpg,https://www.goodreads.com/book/show/343.Perfume,"Patrick S�skind, John E. Woods (Translator)",3.97,157692,Fiction,263,462,525,38,69,67,343,165,235,276,164,0.738,0.716,,,183,342,200,1
531,PerpetualPeace(Paperback),260.jpg,https://www.goodreads.com/book/show/691272.Perpetual_Peace,Immanuel Kant,3.6,469,Philosophy,72,429,373,514,132,74,356,94,41,520,531,0.048,0.049,,,250,240,409,434
221,Persepolis:TheStoryofaChildhood(Persepolis#1-2),261.jpg,https://www.goodreads.com/book/show/9516.Persepolis,"Marjane Satrapi, Mattias Ripa (Translator)",4.2,93480,SequentialArt,160,197,675,395,84,74,189,176,359,103,221,0.653,0.622,,,310,282,488,536
118,Persuasion(Paperback),262.jpg,https://www.goodreads.com/book/show/2156.Persuasion,"Jane Austen, James Kinsley (Editor), Deidre Shauna Lynch (Introduction)",4.12,297342,Classics,249,31,134,221,147,102,345,142,278,150,118,0.799,0.794,,,68,206,224,250
430,PhenomenologyofSpirit(Paperback),263.jpg,https://www.goodreads.com/book/show/9454.Phenomenology_of_Spirit,"Georg Wilhelm Friedrich Hegel, A.V. Miller (Translator), J.N. Findlay (Foreword)",3.86,9278,NonFiction,640,591,787,457,222,176,291,39,320,372,430,0.217,0.232,,,86,360,278,349
406,PilgrimatTinkerCreek(Paperback),264.jpg,https://www.goodreads.com/book/show/12527.Pilgrim_at_Tinker_Creek,Annie Dillard,4.11,12837,NonFiction,288,574,220,180,134,154,490,111,168,158,406,0.269,0.285,,,27,131,482,416
553,PillarsofFaith(Paperback),265.jpg,https://www.goodreads.com/book/show/18680284-pillars-of-faith,Brian J. Bailey,4.58,12,Fiction,185,339,300,18,214,160,226,141,96,2,553,0.008,0.005,,,142,227,256,137
454,PointCounterPoint(Paperback),266.jpg,https://www.goodreads.com/book/show/5135.Point_Counter_Point,Aldous Huxley,3.83,6811,Fiction,432,540,632,388,101,135,135,122,220,396,454,0.19,0.186,,,54,243,88,488
289,Possession(Paperback),267.jpg,https://www.goodreads.com/book/show/41219.Possession,A.S. att,3.87,49029,History,555,335,674,122,106,89,331,188,324,366,289,0.477,0.511,,,302,198,162,337
7,PrideandPrejudice(Paperback),268.jpg,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,"Jane Austen, Anna Quindlen (Introduction)",4.23,1545978,Classics,279,25,353,231,234,127,128,168,324,87,7,0.987,0.991,,,152,485,205,404
551,PrideRunsDeep(Paperback),269.jpg,https://www.goodreads.com/book/show/1685071.Pride_Runs_Deep,R. Cameron Cooke,3.85,61,Fiction,352,153,602,177,229,71,439,161,164,380,551,0.01,0.006,,,152,485,151,477
144,PrinceCaspian(ChroniclesofNarnia#2),270.jpg,https://www.goodreads.com/book/show/121749.Prince_Caspian,C.S. Lewis,3.94,213164,Fantasy,240,392,721,129,44,156,440,150,231,306,144,0.764,0.748,,,215,110,341,20
322,RabbitRun(RabbitAngstrom#1),271.jpg,https://www.goodreads.com/book/show/85386.Rabbit_Run,John Updike,3.56,32557,Fiction,325,19,349,592,86,146,423,88,206,532,322,0.418,0.446,,,460,143,35,464
356,Ragtime(Paperback),272.jpg,https://www.goodreads.com/book/show/175675.Ragtime,E.L. Doctorow,3.85,22035,Fiction,336,302,387,82,209,127,309,113,221,379,356,0.357,0.38,,,144,402,496,270
225,ReadingLolitainTehran(Paperback),273.jpg,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran,Azar Nafisi (Goodreads Author),3.55,86595,Culture,356,439,746,249,157,35,124,198,287,533,225,0.64,0.621,,,481,67,128,493
133,Rebecca(ebook),274.jpg,https://www.goodreads.com/book/show/17899948-rebecca,Daphne du Maurier,4.18,240812,Classics,393,84,371,412,92,108,321,132,92,123,133,0.781,0.767,,,506,333,206,452
550,RebeccaofSunnybrookFarm(ClassicStartsSeries),275.jpg,https://www.goodreads.com/book/show/724909.Rebecca_of_Sunnybrook_Farm,"Deanna McFadden (Goodreads Author) (Retold ), Jamel Akib (Illustrations), Arthur Pober (Afterword)",3.58,85,Fiction,160,560,249,578,164,26,273,155,101,526,550,0.011,0.007,,,197,500,297,5
327,RequiemforaDream(TradePaperback),276.jpg,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,"Hubert Sel Jr., Darren Aronofsky (Foreword), Richard Price (Foreword)",4.08,30477,Fiction,279,550,786,164,186,78,491,184,115,184,327,0.413,0.44,,,550,358,378,80
283,RevolutionaryRoad(Paperback),277.jpg,https://www.goodreads.com/book/show/48328.Revolutionary_Road,Richard Yates,3.87,52032,Fiction,346,234,606,389,45,69,184,177,148,365,283,0.496,0.52,,,168,278,530,241
549,RiseoftheTrustFall(Paperback),278.jpg,https://www.goodreads.com/book/show/8570496-rise-of-the-trust-fall,Mindy Nettifee,4.41,97,Poetry,111,83,221,558,105,22,368,205,211,26,549,0.012,0.013,,,441,541,494,507
178,RobinsonCrusoe(Paperback),279.jpg,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,"Daniel Defoe, Gerald McCann (Illustrator), Virginia Woolf (Introduction)",3.63,147164,Classics,320,335,560,88,178,83,471,206,99,509,178,0.718,0.69,,,49,90,130,79
20,RomeoandJuliet(MassMarketPaperback),280.jpg,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,William Shakespeare,3.72,1306717,Classics,283,118,438,291,19,73,437,191,302,474,20,0.945,0.966,,,36,119,159,335
518,Scarecrow/SevenAncientWonders(MassMarketPaperback),281.jpg,https://www.goodreads.com/book/show/7459165-scarecrow-seven-ancient-wonders,Matthew Reilly,4.29,1086,Action,1067,421,777,413,200,52,365,131,294,55,518,0.072,0.081,,,428,321,403,430
426,Scoop(Paperback),282.jpg,https://www.goodreads.com/book/show/30919.Scoop,Evelyn Waugh,3.87,10008,Fiction,222,270,652,12,162,87,214,109,139,364,426,0.228,0.249,,,486,72,423,257
544,SelectedSpeechesandWritings(Paperback),283.jpg,https://www.goodreads.com/book/show/20552.Selected_Speeches_and_Writings,"Abraham Lincoln, Gore Vidal (Introduction)",4.17,141,History,515,444,680,207,196,22,235,75,281,129,544,0.022,0.022,,,386,475,533,153
56,SenseandSensibility(Paperback),284.jpg,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,"Jane Austen, Tony Tanner (Introduction), Ros Ballaster (Introduction/Editor)",4.04,624881,Classics,409,561,723,458,155,115,214,110,163,214,56,0.895,0.894,,,306,44,488,17
538,SexandTemperamentinThreePrimitiveSocieties(Paperback),285.jpg,https://www.goodreads.com/book/show/111374.Sex_and_Temperament_in_Three_Primitive_Societies,Margaret Mead,3.68,341,Anthropology,352,98,504,508,184,97,141,99,99,492,538,0.031,0.034,,,437,47,502,343
247,Shantaram(Paperback),286.jpg,https://www.goodreads.com/book/show/33600.Shantaram,Gregory David Roberts,4.24,73582,Culture,936,477,420,271,37,121,404,113,246,82,247,0.604,0.58,,,162,515,508,1
391,SherlockHolmes:TheCompleteNovelsandStoriesVolumeI(Paperback),287.jpg,https://www.goodreads.com/book/show/3581.Sherlock_Holmes,Arthur Conan Doyle,4.43,14879,Classics,1090,255,270,1,184,161,355,195,288,22,391,0.297,0.327,,,249,139,452,115
502,ShogunVolume1(Hardcover),288.jpg,https://www.goodreads.com/book/show/12319445-shogun-volume-1,James Clavell,4.53,2675,Fiction,533,57,210,18,61,82,125,100,304,8,502,0.114,0.099,,,198,541,234,220
223,ShutterIsland(MassMarketPaperback),289.jpg,https://www.goodreads.com/book/show/21686.Shutter_Island,Dennis Lehane (Goodreads Author),4.04,90668,Mystery,369,504,143,4,114,155,375,51,344,213,223,0.65,0.622,,,15,163,495,233
117,Siddhartha(Paperback),290.jpg,https://www.goodreads.com/book/show/52036.Siddhartha,"Hermann Hesse, Hilda Rosner (Translator)",3.95,300996,Classics,152,398,643,80,165,143,165,169,262,298,117,0.801,0.794,,,526,78,171,376
309,SilasMarner(Paperback),291.jpg,https://www.goodreads.com/book/show/54539.Silas_Marner,George Eliot,3.54,37777,Classics,262,185,753,262,220,43,450,187,199,536,309,0.439,0.474,,,543,458,445,447
367,SilentSpring(Paperback),292.jpg,https://www.goodreads.com/book/show/27333.Silent_Spring,"Rachel Carson, Linda Lear (Goodreads Author) (Introduction), Edward O. Wilson (Afterword)",3.91,19637,NonFiction,378,488,617,242,227,30,201,57,318,332,367,0.337,0.362,,,4,405,43,305
349,SisterCarrie(Paperback),293.jpg,https://www.goodreads.com/book/show/126609.Sister_Carrie,Theodore Dreiser,3.69,23256,Classics,580,442,205,460,56,87,308,208,63,490,349,0.368,0.392,,,193,144,379,13
53,Slaughterhouse-Five(Paperback),294.jpg,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Kurt Vonnegut,4.02,682882,Fiction,215,72,314,244,21,43,496,190,80,234,53,0.902,0.898,,,274,251,496,289
294,SongofSolomon(Paperback),295.jpg,https://www.goodreads.com/book/show/11334.Song_of_Solomon,Toni Morrison,3.96,47520,Fiction,337,33,268,374,26,114,353,31,337,287,294,0.463,0.509,,,169,370,398,556
332,SonsandLovers(Paperback),296.jpg,https://www.goodreads.com/book/show/32071.Sons_and_Lovers,"D.H. Lawrence, Geoff Dyer (Goodreads Author) (Introduction)",3.58,28402,Classics,654,93,117,55,124,106,242,104,46,525,332,0.399,0.43,,,175,107,67,283
272,Sophie'sChoice(Paperback),297.jpg,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,William Styron,4.18,57294,Fiction,562,243,529,556,45,129,413,105,206,122,272,0.527,0.537,,,437,276,43,487
216,StarshipTroopers(MassMarketPaperback),298.jpg,https://www.goodreads.com/book/show/17214.Starship_Troopers,Robert A. Heinlein,3.97,102753,Fiction,264,346,442,551,191,162,262,41,356,275,216,0.668,0.633,,,140,188,22,472
152,StrangerinaStrangeLand(Paperback),299.jpg,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,Robert A. Heinlein,3.87,182301,Fiction,528,460,623,40,23,81,343,42,45,363,152,0.754,0.734,,,48,508,380,533
324,Sula(Paperback),300.jpg,https://www.goodreads.com/book/show/11346.Sula,Toni Morrison,3.82,31701,Fiction,192,102,662,540,36,155,436,65,62,401,324,0.415,0.445,,,429,420,347,32
376,SwallowsandAmazons(SwallowsandAmazons#1),301.jpg,https://www.goodreads.com/book/show/125190.Swallows_and_Amazons,Arthur Ransome,3.97,17116,Childrens,351,360,755,496,208,150,170,95,260,274,376,0.314,0.349,,,529,286,219,1
260,TaoTeChing(Paperback),302.jpg,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe (Goodreads Author) (Translation), Jacob Needleman",4.31,62221,Philosophy,160,24,757,402,199,35,270,162,148,47,260,0.563,0.56,,,409,248,317,432
259,TenderIstheNight(Paperback),303.jpg,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,F. Scott Fitzgerald,3.83,62880,Classics,315,428,491,118,140,128,367,53,195,395,259,0.565,0.561,,,192,113,522,318
183,TessoftheD'Urbervilles(Paperback),304.jpg,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,"Thomas Hardy, Tim Dolin (Notes ), Margaret R. Higonnet (Introduction)",3.72,137307,Classics,518,394,183,377,119,72,146,191,130,473,183,0.711,0.685,,,29,428,188,518
424,TheAdventuresofAugieMarch(Paperback),305.jpg,https://www.goodreads.com/book/show/11908.The_Adventures_of_Augie_March,"Saul Bellow, Christopher Hitchens (Introduction)",3.84,10313,Fiction,586,383,310,575,226,124,202,105,282,384,424,0.237,0.251,,,52,328,233,553
43,TheAdventuresofHuckleberryFinn(Paperback),306.jpg,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,"Mark Twain, John Seelye (Introduction), Guy Cardwell (Notes)",3.78,852801,Classics,327,589,175,198,76,113,389,185,98,432,43,0.925,0.921,,,242,85,409,478
472,TheAdventuresofSherlockHolmes(KindleEdition),307.jpg,https://www.goodreads.com/book/show/20899335-the-adventures-of-sherlock-holmes,Arthur Conan Doyle,4.34,5061,Classics,282,360,328,222,35,71,375,77,142,34,472,0.162,0.162,,,455,292,69,363
189,TheAdventuresofSherlockHolmes(SherlockHolmes#3),308.jpg,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,Arthur Conan Doyle,4.27,131446,Mystery,339,576,352,267,89,55,156,170,247,64,189,0.709,0.673,,,482,124,554,187
78,TheAdventuresofTomSawyer(Paperback),309.jpg,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,"Mark Twain, Guy Cardwell (Annotations), John Seelye (Introduction)",3.87,435200,Classics,225,421,341,163,10,161,349,112,171,362,78,0.865,0.855,,,535,143,377,410
253,TheAeneid(Paperback),310.jpg,https://www.goodreads.com/book/show/12914.The_Aeneid,"Virgil, Robert Fitzgerald (Translator)",3.78,66695,Poetry,442,151,299,324,153,135,334,186,156,431,253,0.596,0.567,,,262,211,431,276
226,TheAgeofInnocence(Paperback),311.jpg,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,"Edith Wharton, Maureen Howard (Introduction)",3.92,85843,Classics,305,392,356,588,177,163,145,187,257,322,226,0.639,0.62,,,41,291,327,180
34,TheAlchemist(Paperback),312.jpg,https://www.goodreads.com/book/show/865.The_Alchemist,"Paulo Coelho (Goodreads Author), Alan R. Clarke (Translator)",3.76,969783,Fantasy,197,96,126,332,111,69,445,56,210,444,34,0.936,0.932,,,210,93,306,404
299,TheAlloyofLaw(Mistborn#4),313.jpg,https://www.goodreads.com/book/show/10803121-the-alloy-of-law,Brandon Sanderson (Goodreads Author),4.18,43832,Fantasy,332,600,206,521,128,65,279,131,147,121,299,0.456,0.5,,,399,373,548,263
449,TheAmbassadors(Paperback),314.jpg,https://www.goodreads.com/book/show/775366.The_Ambassadors,"Henry James, Harry Levin",3.64,7294,Classics,528,587,406,260,214,147,440,202,323,507,449,0.199,0.193,,,72,5,216,218
160,TheAmberSpyglass(HisDarkMaterials#3),315.jpg,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,Philip Pullman,4.04,165003,Fantasy,467,503,517,27,215,34,415,125,209,212,160,0.744,0.724,,,278,164,162,265
398,TheAncestor'sTale:APilgrimagetotheDawnofEvolution(Paperback),316.jpg,https://www.goodreads.com/book/show/17977.The_Ancestor_s_Tale,Richard Dawkins (Goodreads Author),4.11,13734,Science,688,487,337,348,239,51,212,102,253,157,398,0.288,0.309,,,212,316,178,208
501,TheAnnotatedHobbit:TheHobbitOrThereandBackAgain(Hardcover),317.jpg,https://www.goodreads.com/book/show/823754.The_Annotated_Hobbit,"J.R.R. Tolkien, Douglas A. Anderson",4.55,2764,Fantasy,399,597,312,220,144,124,237,185,119,4,501,0.119,0.103,1,5,206,332,541,112
523,TheArtofMemory(Paperback),318.jpg,https://www.goodreads.com/book/show/245831.The_Art_of_Memory,Frances A. Yates,4.19,694,History,464,48,456,169,125,55,414,35,224,112,523,0.061,0.065,,,513,441,373,438
194,TheArtofWar(Paperback),319.jpg,https://www.goodreads.com/book/show/10534.The_Art_of_War,"Sun Tzu, Thomas Cleary (Translator)",3.93,127136,NonFiction,273,487,426,316,199,165,330,183,156,316,194,0.701,0.669,,,509,201,445,399
228,TheAutobiographyofMalcolmX(Paperback),320.jpg,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X,"Malcolm X, Alex Haley",4.26,84916,NonFiction,466,46,537,494,119,67,120,118,275,72,228,0.637,0.618,,,266,507,122,344
435,TheAutobiographyofMartinLutherKingJr.(Paperback),321.jpg,https://www.goodreads.com/book/show/42547.The_Autobiography_of_Martin_Luther_King_Jr_,"Martin Luther King Jr., Clayborne Carson (Editor)",4.29,8773,Biography,400,504,357,125,55,128,114,122,353,54,435,0.214,0.223,,,391,302,133,359
427,TheAutumnofthePatriarch(Paperback),322.jpg,https://www.goodreads.com/book/show/23887.The_Autumn_of_the_Patriarch,Gabriel Garc�a M�rquez,3.83,9953,Fiction,255,347,665,87,206,25,114,134,77,394,427,0.227,0.238,,,513,123,301,434
217,TheAwakening(Paperback),323.jpg,https://www.goodreads.com/book/show/58345.The_Awakening,Kate Chopin,3.6,101369,Classics,195,380,156,511,94,34,346,27,359,519,217,0.667,0.632,,,348,224,246,196
262,TheBeachHouse(Paperback),324.jpg,https://www.goodreads.com/book/show/7510.The_Beach_House,"James Patterson (Goodreads Author), Peter de Jonge",3.8,61183,Mystery,356,287,659,162,209,89,138,95,223,410,262,0.556,0.559,,,118,331,379,261
515,TheBeastintheJungle(Paperback),325.jpg,https://www.goodreads.com/book/show/517570.The_Beast_in_the_Jungle,Henry James,3.67,1584,Classics,48,370,702,173,59,40,339,146,197,496,515,0.074,0.085,,,454,303,60,169
346,TheBeautifulandDamned(Paperback),326.jpg,https://www.goodreads.com/book/show/4708.The_Beautiful_and_Damned,F. Scott Fitzgerald,3.75,23715,Classics,422,21,558,401,82,161,285,31,140,454,346,0.374,0.397,,,478,313,67,54
105,TheBellJar(Paperback),327.jpg,https://www.goodreads.com/book/show/6514.The_Bell_Jar,Sylvia Plath,3.95,331632,Classics,288,109,196,517,205,177,174,218,129,297,105,0.821,0.811,,,551,392,490,126
154,TheBFG(Paperback),328.jpg,https://www.goodreads.com/book/show/6319.The_BFG,"Roald Dahl, Quentin Blake (Illustrator)",4.19,175075,Childrens,199,337,755,566,119,66,430,115,124,111,154,0.752,0.73,,,17,84,247,469
261,TheBigSleep(Paperback),329.jpg,https://www.goodreads.com/book/show/2052.The_Big_Sleep,Raymond Chandler,4.05,61690,Mystery,231,37,508,400,95,82,136,38,226,204,261,0.56,0.56,,,444,236,95,345
298,TheBonfireoftheVanities(Paperback),330.jpg,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,Tom Wolfe,3.77,44863,Fiction,639,589,667,128,157,101,140,220,277,437,298,0.457,0.5,,,500,387,312,182
374,TheBridgeofSanLuisRey(Paperback),331.jpg,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey,Thornton Wilder,3.78,17185,Fiction,138,534,450,560,177,28,236,211,165,430,374,0.319,0.353,,,192,210,397,62
556,TheBronzeHorsemen(Hardcover),332.jpg,https://www.goodreads.com/book/show/16281149-the-bronze-horsemen,David Mallegol (Goodreads Author),3.4,5,Fiction,387,50,245,32,183,144,468,203,341,547,556,0.001,0.001,,,536,439,269,483
151,TheCalloftheWild(Paperback),333.jpg,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,Jack London,3.78,182671,Classics,172,543,116,78,154,68,338,134,105,429,151,0.758,0.735,,,363,209,52,273
